Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/numericalintegration/0/3.14159,262,0,43000.0,37265.38063982827,2556.1538290003227,71096.89266899978,133.0,1.4697815530735863,0.0,43000,49000,54000,56000,59000,64000,70000,71000,71000,71000,71000
,Aggregated,262,0,43000.0,37265.38063982827,2556.1538290003227,71096.89266899978,133.0,1.4697815530735863,0.0,43000,49000,54000,56000,59000,64000,70000,71000,71000,71000,71000
